Location,Customer ID,Customer Name,Contact Type,Catalog Type,Ship To ID,Ship To Name,Sales Order,Salesman,Model,Model Description,Status,Sub Status,Invoice,Invoice Date,Price Name,Channel,State,Country,Order Qty,Order Price,Shipped Qty,Shipped Price,Shipped CBF
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S86041,SRSTE,8378GRY-L,"(1/2) LSF 3-SEATER W/ RSF BACKREST, GREY PU",Closed,,HE161522,08/07/2018,Promotional Price,,UT,US United States,2,299.76,2,299.76,45.460
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S86041,SRSTE,8378GRY-R,"(2/2) RSF CHAISE W/ LSF BACKREST, GREY PU",Closed,,HE161522,08/07/2018,Promotional Price,,UT,US United States,2,298.24,2,298.24,47.820
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S86041,SRSTE,8378GRY-4,"OTTOMAN, GREY PU",Closed,,HE161522,08/07/2018,Promotional Price,,UT,US United States,2,118.00,2,118.00,20.760
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S86041,SRSTE,8480GRY-AR,(4/4) ARMLESS RECLNR CHAIR,Closed,,HE161522,08/07/2018,Promotional Price,,UT,US United States,1,110.00,1,110.00,11.920
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;AMZ02;,UTACT,ACTIONWOOD MFG. INC,S86041,SRSTE,8260GY-AC,"(3/6) ARMLESS CHAIR,  GRAY  LEATHER GEL MATCH",Closed,,HE161522,08/07/2018,Promotional Price,,UT,US United States,1,82.00,1,82.00,15.053
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S86319,SRSTE,5614-72,"DINING TBL, BUTTERFLY LEAF, MINDY VNER",Closed,,HE162645,08/14/2018,Unit Price,,UT,US United States,1,139.00,1,139.00,12.071
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S86319,SRSTE,5614S,SIDE CHAIR,Closed,,HE162645,08/14/2018,Unit Price,,UT,US United States,4,156.00,4,156.00,10.743
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S86319,SRSTE,5614-13,BENCH,Closed,,HE162645,08/14/2018,Unit Price,,UT,US United States,1,49.00,1,49.00,2.543
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;AMZ02;,UTACT,ACTIONWOOD MFG. INC,S86319,SRSTE,8260GY-LRPW,"(1/6)POWER LSF RECLINING CHAIR, GRAY LEATHER GEL MATCH",Closed,,HE162645,08/14/2018,Promotional Price,,UT,US United States,1,185.88,1,185.88,19.436
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;AMZ02;,UTACT,ACTIONWOOD MFG. INC,S86319,SRSTE,8260GY-CN,"(2/6)CONSOLE, GRAY  LEATHER GEL MATCH",Closed,,HE162645,08/14/2018,Promotional Price,,UT,US United States,1,50.04,1,50.04,7.298
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;AMZ02;,UTACT,ACTIONWOOD MFG. INC,S86319,SRSTE,8260GY-AC,"(3/6) ARMLESS CHAIR,  GRAY  LEATHER GEL MATCH",Closed,,HE162645,08/14/2018,Promotional Price,,UT,US United States,1,82.00,1,82.00,15.053
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;AMZ02;,UTACT,ACTIONWOOD MFG. INC,S86319,SRSTE,8260GY-CR,"(4/6)CORNER SEAT, GRAY LEATHER GEL MATCH",Closed,,HE162645,08/14/2018,Promotional Price,,UT,US United States,1,145.04,1,145.04,32.373
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;AMZ02;,UTACT,ACTIONWOOD MFG. INC,S86319,SRSTE,8260GY-ARPW,"(5/6) POWER ARMLESS RECLINING CHAIR,  GRAY LEATHER GEL MATCH",Closed,,HE162645,08/14/2018,Promotional Price,,UT,US United States,1,150.00,1,150.00,15.053
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;AMZ02;,UTACT,ACTIONWOOD MFG. INC,S86319,SRSTE,8260GY-RRPW,"(6/6) POWER RSF RECLINING CHAIR,  GRAY LEATHER GEL MATCH",Closed,,HE162645,08/14/2018,Promotional Price,,UT,US United States,1,185.04,1,185.04,19.436
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S86319,SRSTE,5790K-1EK,"(1/2) EK PLTFRM HB & FB, P/U",Closed,,HE162645,08/14/2018,Promotional Price,,UT,US United States,1,79.88,1,79.88,5.690
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S86319,SRSTE,5790K-3EK,(2/2) EK RL & SL,Closed,,HE162645,08/14/2018,Promotional Price,,UT,US United States,1,49.12,1,49.12,2.410
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S86319,SRSTE,5627W-36,(1/2) CNTR HGHT TABLE W/4 DRWS,Closed,,HE162645,08/14/2018,Unit Price,,UT,US United States,1,129.88,1,129.88,12.437
