Location,Customer ID,Customer Name,Contact Type,Catalog Type,Ship To ID,Ship To Name,Sales Order,Salesman,Model,Model Description,Status,Sub Status,Invoice,Invoice Date,Price Name,Channel,State,Country,Order Qty,Order Price,Shipped Qty,Shipped Price,Shipped CBF
DROP SHIP-HOMER,ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,D5409,SRMAR,1730-4,NIGHT STAND,Closed,,HE150601,06/04/2018,Unit Price,,CA,US United States,3,260.70,3,260.70,32.070
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S79363,SRMAR,B2013SBDC-1,"(1/4)STEP BUNK HB, FB & SLATS",Closed,,HE150442,06/05/2018,Unit Price,,CA,US United States,1,109.88,1,109.88,9.690
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S79363,SRMAR,B2013SBDC-2,"(2/4)STEP BUNK SR, LONG & SHORT GR",Closed,,HE150442,06/05/2018,Unit Price,,CA,US United States,1,75.04,1,75.04,3.960
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S79363,SRMAR,B2013SBDC-SL,(3/4)STEP BUNK SLATS,Closed,,HE150442,06/05/2018,Unit Price,,CA,US United States,1,25.04,1,25.04,1.530
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S79363,SRMAR,B2013SBDC-3,(4/4)STEP BUNK STORAGE STAIR,Closed,,HE150442,06/05/2018,Unit Price,,CA,US United States,1,139.04,1,139.04,24.480
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,LEXKQ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,MT-G08T,"8"" TWIN MATTRESS 2""+6""",Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,4,396.00,4,396.00,19.480
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,LEXKQ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,MT-G10Q,"10"" QUEEN MATTRESS 2.5""+1.5""+6""",Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,1,199.00,1,199.00,9.610
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,2145F-1,"(1/3) FULL HDBD, PVC, ESPRSO",Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,1,54.88,1,54.88,3.468
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,2145F-2,(2/3) FULL FTBD,Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,1,19.06,1,19.06,1.564
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,2145F-3,(3/3) FULL RL & SL,Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,1,25.06,1,25.06,1.247
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,2145-9,CHEST,Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,1,100.00,1,100.00,21.517
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S79363,SRMAR,1730-5,DRESSER,Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,3,507.00,3,507.00,103.350
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,1730-4,NIGHT STAND,Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,2,138.00,2,138.00,21.380
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S79363,SRMAR,1730-6,MIRROR,Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,2,84.00,2,84.00,7.540
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,5447-24S,SWIVEL COUNTER HEIGHT CHAIR,Closed,,HE150442,06/05/2018,Unit Price,,CA,US United States,4,288.00,4,288.00,18.160
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,1730K-1,(1/3) EK/CK HEADBOARD,Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,1,89.88,1,89.88,9.620
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,1730K-2,(2/3) EK/CK FOOTBOARD W/SLATS & SUPPORT LEGS,Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,1,49.06,1,49.06,2.840
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,1730-3,(3/3) QUEEN/EK SIDE RAILS,Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,1,40.06,1,40.06,2.300
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,1730-1,(1/3) QUEEN HEABOARD,Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,2,99.76,2,99.76,15.400
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,1730-2,(2/3) QUEEN FOOTBOARD W/SLATS & SUPPORT LEGS,Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,2,58.12,2,58.12,4.620
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,1730-3,(3/3) QUEEN/EK SIDE RAILS,Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,2,80.12,2,80.12,4.600
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,8480BRW-2PW,"P.DBL RCLN LS,DK BRW LTR GEL MTR12",Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,1,459.00,1,459.00,39.500
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,8480BRW-3PW,"P.DBL RCLN SOFA,D.BRW LTR GEL MR12",Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,1,479.00,1,479.00,53.500
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S79363,SRMAR,8480BRW-2,"D.RCLNR LS,D.BRW LTHR GEL MATCH",Closed,,HE150442,06/05/2018,Promotional Price,,CA,US United States,1,359.00,1,359.00,39.500
"HOMELEGANCE, INC",AVEFU,AVETEX FURNITURE CO,Local Customer;,LEXKQ01;,AVETEX,AVETEX FURNITURE CO,S80478,SRMAR,MT-G10ET,"10"" EK TWIN (TWIN XL) MATTRESS 2.5""+1.5""+6""",Closed,,HE150596,06/05/2018,Promotional Price,,CA,US United States,4,539.32,4,539.32,25.200
"HOMELEGANCE, INC",AVEFU,AVETEX FURNITURE CO,Local Customer;,AMZ01;,AVETEX,AVETEX FURNITURE CO,S80478,SRMAR,8477NF-3,"SOFA, 2 PILLOWS",Closed,,HE150596,06/05/2018,Promotional Price,,CA,US United States,1,290.03,1,290.03,72.640
"HOMELEGANCE, INC",AVEFU,AVETEX FURNITURE CO,Local Customer;,AMZ01;AMZ02;,AVETEX,AVETEX FURNITURE CO,S80478,SRMAR,9919BE-2,"LOVE SEAT, 2 PILLOWS",Closed,,HE150596,06/05/2018,Promotional Price,,CA,US United States,2,347.26,2,347.26,67.820
"HOMELEGANCE, INC",AVEFU,AVETEX FURNITURE CO,Local Customer;,AMZ01;,AVETEX,AVETEX FURNITURE CO,S80478,SRMAR,9944SN-1,"CHAIR, SAND FABRIC",Closed,,HE150596,06/05/2018,Promotional Price,,CA,US United States,2,230.86,2,230.86,35.300
"HOMELEGANCE, INC",AVEFU,AVETEX FURNITURE CO,Local Customer;,AMZ01;,AVETEX,AVETEX FURNITURE CO,S80478,SRMAR,9944SN-2,"LOVE SEAT, 2 PILLOWS",Closed,,HE150596,06/05/2018,Promotional Price,,CA,US United States,1,163.93,1,163.93,29.200
"HOMELEGANCE, INC",AVEFU,AVETEX FURNITURE CO,Local Customer;,AMZ01;,AVETEX,AVETEX FURNITURE CO,S80478,SRMAR,9944SN-3,"SOFA, 2 PILLOWS",Closed,,HE150596,06/05/2018,Promotional Price,,CA,US United States,1,183.33,1,183.33,36.650
"HOMELEGANCE, INC",AVEFU,AVETEX FURNITURE CO,Local Customer;,AMZ01;AMZ02;,AVETEX,AVETEX FURNITURE CO,S80478,SRMAR,1224F1S,"ACCENT CHR, BEIGE W/ BLACK & GRAY PATTERN",Closed,,HE150596,06/05/2018,Unit Price,,CA,US United States,2,172.66,2,172.66,15.940
"HOMELEGANCE, INC",AVEFU,AVETEX FURNITURE CO,Local Customer;,,AVETEX,AVETEX FURNITURE CO,S80478,SRMAR,3534-05,"SOFA TABLE, GLASS TOP",Closed,,HE150596,06/05/2018,Unit Price,,CA,US United States,1,134.83,1,134.83,4.720
