Location,Customer ID,Customer Name,Contact Type,Catalog Type,Ship To ID,Ship To Name,Sales Order,Salesman,Model,Model Description,Status,Sub Status,Invoice,Invoice Date,Price Name,Channel,State,Country,Order Qty,Order Price,Shipped Qty,Shipped Price,Shipped CBF
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S84540,SRMAR,1715-1,"(1/3) QN HB, PLATFORM",Closed,,HE161001,08/06/2018,Unit Price,,CA,US United States,2,299.76,2,299.76,19.395
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S84540,SRMAR,1715-2,"(2/3) QN FB, PLATFORM",Closed,,HE161001,08/06/2018,Unit Price,,CA,US United States,2,120.12,2,120.12,9.606
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S84540,SRMAR,1715-3,(3/3) QN RAILS WITH 13PC SLATS,Closed,,HE161001,08/06/2018,Unit Price,,CA,US United States,2,178.12,2,178.12,11.696
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S84540,SRMAR,1715-4,NIGHT STAND,Closed,,HE161001,08/06/2018,Unit Price,,CA,US United States,2,218.00,2,218.00,18.893
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S84540,SRMAR,5518-40,SERVER,Closed,,HE161001,08/06/2018,Unit Price,,CA,US United States,1,279.00,1,279.00,26.410
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S84540,SRMAR,2259GY-4,"NIGHT STAND, HIDDEN DRWR, ANT. WHITE",Closed,,HE161001,08/06/2018,Unit Price,,CA,US United States,2,278.00,2,278.00,23.452
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S84540,SRMAR,2259KGY-1,"(1/3) EK/CK SL HDBD, ANT. WHITE",Closed,,HE161001,08/06/2018,Unit Price,,CA,US United States,1,209.88,1,209.88,13.276
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S84540,SRMAR,2259KGY-2,(2/3) EK/CK FTBD W/ 2 STRG DRWRS & SLATS,Closed,,HE161001,08/06/2018,Unit Price,,CA,US United States,1,235.06,1,235.06,27.961
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S84540,SRMAR,2259KGY-3CK,(3/3) CK RL W/TOP CROWN,Closed,,HE161001,08/06/2018,Unit Price,,CA,US United States,1,54.06,1,54.06,4.504
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,LEXKQ01;,ACEFA,ACE FURNITURE,S84540,SRMAR,MT-G10F,"10"" FULL MATTRESS 2.5""+1.5""+6""",Closed,,HE161001,08/06/2018,Promotional Price,,CA,US United States,1,189.00,1,189.00,7.910
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;AMZ02;,ACEFA,ACE FURNITURE,S84540,SRMAR,1372-24,COUNTER HEIGHT CHAIR,Closed,,HE161001,08/06/2018,Unit Price,,CA,US United States,4,208.00,4,208.00,13.080
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,LEXKQ01;,ACEFA,ACE FURNITURE,S84540,SRMAR,MT-G10Q,"10"" QUEEN MATTRESS 2.5""+1.5""+6""",Closed,,HE161001,08/06/2018,Promotional Price,,CA,US United States,1,209.00,1,209.00,8.760
