Location,Customer ID,Customer Name,Contact Type,Catalog Type,Ship To ID,Ship To Name,Sales Order,Salesman,Model,Model Description,Status,Sub Status,Invoice,Invoice Date,Price Name,Channel,State,Country,Order Qty,Order Price,Shipped Qty,Shipped Price,Shipped CBF
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S98269,SRMAR,4966DG-A,(1/2)Daybed Side Arms & Side Panels & Slats & Trundle Side Panels,Closed,,HE185846,01/07/2019,Promotional Price,,CA,US United States,2,319.76,2,319.76,23.350
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S98269,SRMAR,4966DG-B,(2/2)Daybed Back Panel & Rails & Trundle Front/Back Panel,Closed,,HE185846,01/07/2019,Promotional Price,,CA,US United States,2,78.24,2,78.24,15.539
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S98269,SRMAR,2259GY-5,"Dresser, Hidden Drawer",Closed,,HE185846,01/07/2019,Promotional Price,,CA,US United States,1,219.00,1,219.00,33.559
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S98269,SRMAR,2259GY-9,Chest,Closed,,HE185846,01/07/2019,Promotional Price,,CA,US United States,1,209.00,1,209.00,27.991
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S98269,SRMAR,8480GRY-2,Double Reclining Love Seat,Closed,,HE185846,01/07/2019,Promotional Price,,CA,US United States,1,379.00,1,379.00,39.500
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S98269,SRMAR,8480GRY-3,Double Reclining Sofa,Closed,,HE185846,01/07/2019,Promotional Price,,CA,US United States,1,399.00,1,399.00,53.500
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S98269,SRMAR,2259KGY-1,(1/3)Eastern King/California King Headboard,Closed,,HE185846,01/07/2019,Promotional Price,,CA,US United States,1,175.88,1,175.88,13.276
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S98269,SRMAR,2259KGY-2,(2/3)Eastern King/California King  Footboard  with 2 Storage Drawers & Slats,Closed,,HE185846,01/07/2019,Promotional Price,,CA,US United States,1,195.06,1,195.06,27.961
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S98269,SRMAR,2259KGY-3CK,(3/3)California King Rails with Top Crown,Closed,,HE185846,01/07/2019,Promotional Price,,CA,US United States,1,38.06,1,38.06,4.504
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S98269,SRMAR,2259GY-4,"Night Stand, Hidden Drawer",Closed,,HE185846,01/07/2019,Promotional Price,,CA,US United States,2,218.00,2,218.00,23.452
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S98269,SRMAR,2259GY-5,"Dresser, Hidden Drawer",Closed,,HE185846,01/07/2019,Promotional Price,,CA,US United States,1,219.00,1,219.00,33.559
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S98269,SRMAR,2259GY-6,Mirror,Closed,,HE185846,01/07/2019,Promotional Price,,CA,US United States,1,52.00,1,52.00,5.076
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;AMZ02;,ACEFA,ACE FURNITURE,S99644,SRMAR,2159K-1,"(1/3)Eastern King/California King Platform Headboard, Brown Cherry",Closed,,HE187024,01/14/2019,Unit Price,,CA,US United States,1,199.88,1,199.88,12.749
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;AMZ02;,ACEFA,ACE FURNITURE,S99644,SRMAR,2159K-3EK,(3/3)Eastern King Rails,Closed,,HE187024,01/14/2019,Unit Price,,CA,US United States,1,75.06,1,75.06,3.023
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;AMZ02;,ACEFA,ACE FURNITURE,S99644,SRMAR,2159K-2NF,(2/3)Eastern King/California King Footboard & Storage Drawer & Slats,Closed,,HE187024,01/14/2019,Unit Price,,CA,US United States,1,224.06,1,224.06,23.777
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;AMZ02;,ACEFA,ACE FURNITURE,S99644,SRMAR,2159-4,"Night Stand, Hidden Drawer",Closed,,HE187024,01/14/2019,Unit Price,,CA,US United States,2,290.00,2,290.00,20.271
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;AMZ02;,ACEFA,ACE FURNITURE,S99644,SRMAR,2159-5,"Dresser, Hidden Drawer",Closed,,HE187024,01/14/2019,Unit Price,,CA,US United States,1,310.00,1,310.00,30.078
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S99644,SRMAR,2159-6,Mirror,Closed,,HE187024,01/14/2019,Unit Price,,CA,US United States,1,76.00,1,76.00,3.366
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S99644,SRMAR,8480BRW-2,Double Reclining Love Seat,Closed,,HE187024,01/14/2019,Promotional Price,,CA,US United States,1,379.00,1,379.00,39.500
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S99644,SRMAR,8480BRW-3,Double Reclining Sofa,Closed,,HE187024,01/14/2019,Promotional Price,,CA,US United States,1,399.00,1,399.00,53.500
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S99644,SRMAR,8490-AR,(4/6)Armless Reclining Chair,Closed,,HE187024,01/14/2019,Promotional Price,,CA,US United States,1,140.00,1,140.00,17.700
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S99644,SRMAR,1730-5,Dresser,Closed,,HE187024,01/14/2019,Promotional Price,,CA,US United States,1,169.00,1,169.00,34.450
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S100351,SRMAR,8480GRY-2,Double Reclining Love Seat,Closed,,HE188325,01/21/2019,Promotional Price,,CA,US United States,1,379.00,1,379.00,39.500
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S100351,SRMAR,8480GRY-3,Double Reclining Sofa,Closed,,HE188325,01/21/2019,Promotional Price,,CA,US United States,1,399.00,1,399.00,53.500
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S100351,SRMAR,1730-4,Night Stand,Closed,,HE188325,01/21/2019,Promotional Price,,CA,US United States,1,69.00,1,69.00,10.690
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S100963,SRMAR,8480GRY-2,Double Reclining Love Seat,Closed,,HE189442,01/28/2019,Promotional Price,,CA,US United States,1,379.00,1,379.00,39.500
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S100963,SRMAR,8480GRY-3,Double Reclining Sofa,Closed,,HE189442,01/28/2019,Promotional Price,,CA,US United States,2,798.00,2,798.00,107.000
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S100963,SRMAR,8480GRY-1,Glider Reclining Chair,Closed,,HE189442,01/28/2019,Promotional Price,,CA,US United States,1,259.00,1,259.00,25.800
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,LEXKQ01;,ACEFA,ACE FURNITURE,S100963,SRMAR,MT-G10F,"10"" Full Mattress",Closed,,HE189442,01/28/2019,Promotional Price,,CA,US United States,1,195.00,1,195.00,7.910
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;AMZ02;,ACEFA,ACE FURNITURE,S100963,SRMAR,1372-24,Counter Height Chair,Closed,,HE189442,01/28/2019,Unit Price,,CA,US United States,2,104.00,2,104.00,6.540
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S100963,SRMAR,8490-LR,(1/6)Left Side Reclining Chair,Closed,,HE189442,01/28/2019,Promotional Price,,CA,US United States,1,179.88,1,179.88,24.200
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S100963,SRMAR,8490-RR,(2/6)Right Side Reclining Chair,Closed,,HE189442,01/28/2019,Promotional Price,,CA,US United States,1,179.04,1,179.04,24.200
