Location,Customer ID,Customer Name,Contact Type,Catalog Type,Ship To ID,Ship To Name,Sales Order,Salesman,Model,Model Description,Status,Sub Status,Invoice,Invoice Date,Price Name,Channel,State,Country,Order Qty,Order Price,Shipped Qty,Shipped Price,Shipped CBF
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S74510,SRSTE,2425-36,5PC PACK COUNTER HEIGHT SET,Closed,,HE140186,04/02/2018,Unit Price,,UT,US United States,2,418.00,2,418.00,27.800
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S74510,SRSTE,8480GRY-2LCN,(1/4) LSF RECLNR LOVE SEAT W/ CONSOLE,Closed,,HE140186,04/02/2018,Promotional Price,,UT,US United States,2,539.76,2,539.76,82.780
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S74510,SRSTE,8480GRY-CR,"(2/4) CORNER SEAT, GRAY LEATHER GEL MTCH",Closed,,HE140186,04/02/2018,Promotional Price,,UT,US United States,2,380.12,2,380.12,67.220
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S74510,SRSTE,8480GRY-2R,(3/4) RSF RECLNR LOVE SEAT,Closed,,HE140186,04/02/2018,Promotional Price,,UT,US United States,2,458.12,2,458.12,66.220
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S74510,SRSTE,8480GRY-AR,(4/4) ARMLESS RECLNR CHAIR,Closed,,HE140186,04/02/2018,Promotional Price,,UT,US United States,2,220.00,2,220.00,23.840
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S74385,SRSTE,8480GRY-2LCN,(1/4) LSF RECLNR LOVE SEAT W/ CONSOLE,Closed,,HE140187,04/02/2018,Promotional Price,,UT,US United States,1,269.88,1,269.88,41.390
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S74385,SRSTE,8480GRY-CR,"(2/4) CORNER SEAT, GRAY LEATHER GEL MTCH",Closed,,HE140187,04/02/2018,Promotional Price,,UT,US United States,1,190.06,1,190.06,33.610
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S74385,SRSTE,8480GRY-2R,(3/4) RSF RECLNR LOVE SEAT,Closed,,HE140187,04/02/2018,Promotional Price,,UT,US United States,1,229.06,1,229.06,33.110
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S74385,SRSTE,8480GRY-AR,(4/4) ARMLESS RECLNR CHAIR,Closed,,HE140187,04/02/2018,Promotional Price,,UT,US United States,1,110.00,1,110.00,11.920
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S74385,SRSTE,5520-78,"DINING TBL, SOLID WOOD TOP, BTFLY, 2-TONE",Closed,,HE140187,04/02/2018,Unit Price,,UT,US United States,1,239.00,1,239.00,12.250
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S74385,SRSTE,1372-24,COUNTER HEIGHT CHAIR,Closed,,HE140187,04/02/2018,Promotional Price,,UT,US United States,6,234.00,6,234.00,19.620
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S74385,SRSTE,1904-5,DRESSER,Closed,,HE140187,04/02/2018,Unit Price,,UT,US United States,1,151.00,1,151.00,24.100
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S74713,SRSTE,8229DG-LRPW,"(1/6) POWER LSF RECLINING CHAIR, DARK GRAY LEATHER GEL MATCH",Closed,,HE140840,04/04/2018,Promotional Price,,UT,US United States,3,593.64,3,593.64,62.310
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S74713,SRSTE,8229DG-RRPW,"(2/6) POWER RSF RECLINING CHAIR, DARK GRAY LEATHER GEL MATCH",Closed,,HE140840,04/04/2018,Promotional Price,,UT,US United States,3,591.18,3,591.18,62.310
