Location,Customer ID,Customer Name,Contact Type,Catalog Type,Ship To ID,Ship To Name,Sales Order,Salesman,Model,Model Description,Status,Sub Status,Invoice,Invoice Date,Price Name,Channel,State,Country,Order Qty,Order Price,Shipped Qty,Shipped Price,Shipped CBF
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S68737,SRSTE,5627W-72,DINING TABLE W/6 DRWS,Closed,,HE150655,06/04/2018,Unit Price,,UT,US United States,1,199.00,1,199.00,14.500
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S68737,SRSTE,5627WS,SIDE CHAIR,Closed,,HE150655,06/04/2018,Unit Price,,UT,US United States,4,160.00,4,160.00,14.720
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S68737,SRSTE,5627W-13,BENCH,Closed,,HE150655,06/04/2018,Unit Price,,UT,US United States,1,50.00,1,50.00,3.650
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S68737,SRSTE,1904-1,"(1/2) QN HB & FB & SL, LT ELM",Closed,,HE150655,06/04/2018,Unit Price,,UT,US United States,1,95.88,1,95.88,6.876
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S68737,SRSTE,1904-3,(2/2) QN/EK RL,Closed,,HE150655,06/04/2018,Unit Price,,UT,US United States,1,23.12,1,23.12,1.074
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S68737,SRSTE,1904-4,"NIGHT STAND, LIGHT ELM",Closed,,HE150655,06/04/2018,Unit Price,,UT,US United States,1,69.00,1,69.00,7.360
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S68737,SRSTE,1904-5,DRESSER,Closed,,HE150655,06/04/2018,Unit Price,,UT,US United States,1,151.00,1,151.00,24.272
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S68737,SRSTE,5627W-72,DINING TABLE W/6 DRWS,Closed,,HE150655,06/04/2018,Unit Price,,UT,US United States,1,199.00,1,199.00,14.500
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S68737,SRSTE,5627WS,SIDE CHAIR,Closed,,HE150655,06/04/2018,Unit Price,,UT,US United States,4,160.00,4,160.00,14.720
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S68737,SRSTE,5627W-13,BENCH,Closed,,HE150655,06/04/2018,Unit Price,,UT,US United States,1,50.00,1,50.00,3.650
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S80236,SRSTE,1904-1,"(1/2) QN HB & FB & SL, LT ELM",Closed,,HE151707,06/08/2018,Unit Price,,UT,US United States,1,95.88,1,95.88,6.876
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S80236,SRSTE,1904-3,(2/2) QN/EK RL,Closed,,HE151707,06/08/2018,Unit Price,,UT,US United States,1,23.12,1,23.12,1.074
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S80236,SRSTE,1904-4,"NIGHT STAND, LIGHT ELM",Closed,,HE151707,06/08/2018,Unit Price,,UT,US United States,2,138.00,2,138.00,14.719
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S80236,SRSTE,1904-5,DRESSER,Closed,,HE151707,06/08/2018,Unit Price,,UT,US United States,1,151.00,1,151.00,24.272
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S80236,SRSTE,1718GY-5,DRESSER W/HIDDEN DRAWER,Closed,,HE151707,06/08/2018,Unit Price,,UT,US United States,1,249.00,1,249.00,30.035
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S80236,SRSTE,1718GY-6,MIRROR,Closed,,HE151707,06/08/2018,Unit Price,,UT,US United States,1,52.00,1,52.00,3.129
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,,UTACT,ACTIONWOOD MFG. INC,S80236,SRSTE,1718GY-9,CHEST,Closed,,HE151707,06/08/2018,Unit Price,,UT,US United States,1,200.00,1,200.00,24.844
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S80236,SRSTE,1372-24,COUNTER HEIGHT CHAIR,Closed,,HE151707,06/08/2018,Unit Price,,UT,US United States,8,416.00,8,416.00,26.160
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S80236,SRSTE,9924GRY-L,"(1/2) LSF 2-SEATER, GRAY AIREHYDE MATCH",Closed,,HE151707,06/08/2018,Promotional Price,,UT,US United States,1,175.88,1,175.88,33.510
"HOMELEGANCE, INC",UTACT,ACTIONWOOD MFG. INC,O/S Customer;,AMZ01;,UTACT,ACTIONWOOD MFG. INC,S80236,SRSTE,9924GRY-R,(2/2) RSF CHAISE,Closed,,HE151707,06/08/2018,Promotional Price,,UT,US United States,1,173.12,1,173.12,31.340
