Location,Customer ID,Customer Name,Contact Type,Catalog Type,Ship To ID,Ship To Name,Sales Order,Salesman,Model,Model Description,Status,Sub Status,Invoice,Invoice Date,Price Name,Channel,State,Country,Order Qty,Order Price,Shipped Qty,Shipped Price,Shipped CBF
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S73834,SRMAR,3588-30,"LIFT TOP CKTL TBL, CASTERS",Closed,,HE139900,04/02/2018,Unit Price,,CA,US United States,1,109.00,1,109.00,6.400
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,,ACEFA,ACE FURNITURE,S73834,SRMAR,3588-04,"END TBL, CHERRY",Closed,,HE139900,04/02/2018,Unit Price,,CA,US United States,1,55.00,1,55.00,2.320
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S73834,SRMAR,8490-RR,(2/6) RSF RECLINING CHAIR      R14,Closed,,HE139900,04/02/2018,Promotional Price,,CA,US United States,1,168.04,1,168.04,24.200
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S73834,SRMAR,8490-AC,(3/6) ARMLESS CHAIR            R14,Closed,,HE139900,04/02/2018,Promotional Price,,CA,US United States,1,115.00,1,115.00,17.700
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S73834,SRMAR,8490-AR,(4/6) ARMLESS RECLINING CHAIR  R14,Closed,,HE139900,04/02/2018,Promotional Price,,CA,US United States,2,270.00,2,270.00,35.400
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S73834,SRMAR,8490-CN,(5/6) CONSOLE                  R14,Closed,,HE139900,04/02/2018,Promotional Price,,CA,US United States,2,126.08,2,126.08,13.200
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S73834,SRMAR,8490-CR,(6/6) CORNER SEAT              R14,Closed,,HE139900,04/02/2018,Promotional Price,,CA,US United States,1,198.04,1,198.04,33.500
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S73834,SRMAR,9734CH-2,LOVE SEAT,Closed,,HE139900,04/02/2018,Promotional Price,,CA,US United States,1,185.00,1,185.00,25.660
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S73834,SRMAR,9734CH-3,SOFA,Closed,,HE139900,04/02/2018,Promotional Price,,CA,US United States,1,205.00,1,205.00,35.030
"HOMELEGANCE, INC",ACEFA,ACE FURNITURE,Local Customer;,AMZ01;,ACEFA,ACE FURNITURE,S73834,SRMAR,9914-2LCN,(2/3) LSF RECLNR LOVE SEAT W/ CONSOLE,Closed,,HE139900,04/02/2018,Promotional Price,,CA,US United States,1,225.06,1,225.06,29.670
